word,length,q,rho_ratio_lower,rho_ratio_upper,delta_lower_nats,delta_upper_nats,states,reachable
147,3,9,4499044324860475045430117490715/4494518543325613408199441317917,4449859603546674915298990518455/4445383299031242288326543189652,0.001006449164412894,0.001006449164415206,81,44
147,3,11,6821071589797184464874756297810/6814208659729311988955396750097,4444889339750433155547208622923/4440417173713670159561676010200,0.001006643137774221,0.001006643137776891,99,53
147,3,16,9889719900413472436938174253300/9879762153721137330448688000247,599518536415633345608118130827/598914894069528702462452135136,0.001007385778462276,0.001007385778465149,144,60
148,3,9,1971983945071622965234284864335/1969998041810414826742918532877,1011135269657575208767207058818/1010116997255024044523979878691,0.001007565958354129,0.001007565958356567,81,44
148,3,11,8888964060481424634345371813695/8880020548025963406660146045808,32135713702802017374298746763/32103380783711296115277604830,0.001006643137774684,0.001006643137780744,99,53
148,3,16,8306382427800961890241925697760/8298012175380065114086346161731,336447288276755159023983304763/336108253955414142574027554915,0.001008197327266208,0.001008197327268279,144,60
149,3,9,4449401473944609012753532626985/4444925680627642775291620585131,75066311306047412685752530273/74990799735234519387839818764,0.001006437837732565,0.001006437837738099,81,44
149,3,11,4444482031337317005199436367200/4440010275113139469344578194863,1122503907487701308383595581946/1121374515176158433103231178419,0.001006643136725945,0.001006643136728172,99,53
149,3,16,1456928063815258330127076514915/1455461114219666542199505538566,2211378367607364320138680668311/2209151778194587066838512725924,0.001007385778462347,0.001007385778464543,144,60
150,3,9,489529189130240275704118583795/489036756274720276934897720487,20017683014946576048195987977/19997546596063158434327565640,0.001006437837732751,0.001006437837737039,81,44
150,3,11,60368260287337816069517290430/60307521568679637541856002503,2020034654115762945007159563787/2018002223233170272828880309834,0.001006643136726149,0.001006643136728365,99,53
150,3,16,1314381628619821143766643987125/1313067373691734831588228159416,2243868629509722598458690353893/2241624977179147872202369255956,0.001000403841551090,0.001000403841553139,144,60
151,3,9,299099959422454500000000000000/298802099511557415255481083899,4847115943640892380524896665884/4842288923517343092066217967015,0.000996350258665901,0.000996350258668835,81,44
151,3,11,450396976936707000000000000000/449948763679322523074142641189,2470011749999534935814609400082/2467553713935922623203895159465,0.000995647059105184,0.000995647059111632,99,53
151,3,16,1485089853567823500000000000000/1483608102040025181372247829663,988067404014643308898577741671/987081557682212821107016352975,0.000998250191163328,0.000998250191165479,144,60
152,3,9,2962958473528256259370493675960/2959977906594528666112188749637,1348178858674396307071081231771/1346822667771679779794636136960,0.001006449164412737,0.001006449164415334,81,44
152,3,11,78836351014195307079560981767/78757030872758466413371510227,4040064722783870559249885403483/4035999865632272840386666470528,0.001006643136725945,0.001006643136728186,99,53
152,3,16,548456506016068717734394800500/547904375216808733877702512941,49753369832358761517652963231/49703283148090891501561209312,0.001007206395973444,0.001007206395975946,144,60
153,3,9,3953530651977012736756703101895/3949593679624718447573448833154,1112365599015686869824827958032/1111257892260766794820594676445,0.000996307918936477,0.000996307918938862,81,44
153,3,11,5928105998269783048131232469240/5922141513610282724857413453723,2022522353676932668216859365993/2020487419828659281720775966576,0.001006643136725534,0.001006643136727966,99,53
153,3,16,977484351697670709128253232939/976500763206843404787149780370,941815568643029737074155082001/940867871677658537333347552689,0.001006751347695470,0.001006751347698146,144,60
154,3,9,4449401473937725656532101474625/4444925680620766374699934366533,2224904544732708196958324979763/2222666443057564525335292381770,0.001006437837732558,0.001006437837734557,81,44
154,3,11,3950660466544501299823888928645/3946685562291020167872141457608,249386532689146648847505342599/249135615760713024306762197492,0.001006643136725983,0.001006643136728520,99,53
154,3,16,3950524121430288512233525246835/3946572122003343586613123243496,2221677573571407502917552289627/2219455066322305915998280352442,0.001000874152987634,0.001000874152989790,144,60
155,3,9,1958094527601938669553250244702/1956124818540630205306871423175,370817428823564385091184779016/370444411872977741575551602133,0.001006437837732452,0.001006437837734643,81,44
155,3,11,2470256710727946331837914451805/2467794021423531532078847267007,8080231567502666063529291380873/8072176088988180884133868282704,0.000997433862942113,0.000997433862944529,99,53
155,3,16,788607767974684353058914524614/787814235553413633380118764757,941815568643029737074155082001/940867871677658649820809901998,0.001006751347695449,0.001006751347698027,144,60
156,3,9,9889768483898071181878306943135/9879820053767459405612350153542,898537207912103728610436567937/897633340986680027804521398906,0.001006437837732672,0.001006437837735446,81,44
156,3,11,4444487075282866805070181554655/4440015313984256284189394542359,2689372920513070188486043897525/2686667043875382798173665453656,0.001006643136621114,0.001006643136623625,99,53
156,3,16,7804301107193191991648241773455/7796436796730281400883288738153,8089332140008511873678600557409/8081180606833027501207863149640,0.001008197327266217,0.001008197327268230,144,60
157,3,9,296302444379384311006963145942/296007716811860252965996230429,4044547217466225476932599588899/4040524167418023559094361165228,0.000995179928217809,0.000995179928220157,81,44
157,3,11,196867437674903376358403482775/196671334990114011936990892077,1481628436122995523805907230553/1480152563233011546035438354160,0.000996611844330917,0.000996611844334397,99,53
157,3,16,656803115074134663045800671115/656145948444687837455932475226,8974025410954580852600543327645/8965046418777845225927741329704,0.001001054347934847,0.001001054347938085,144,60
158,3,9,4454381214169857177445177246165/4449895391553504972566833721997,597516409116424198239197618251/596914675117290960129405507720,0.001007565958354305,0.001007565958358211,81,44
158,3,11,2962988024385840237098659535345/2960006853563102175699420046251,32135713702802017374298746763/32103380783711296115277604830,0.001006643137774579,0.001006643137780744,99,53
158,3,16,5923224242911732479387722740265/5917264126202388200783295222108,4045318233137054905258384296319/4041247718868606963963562176000,0.001006735031011119,0.001006735031013365,144,60
159,3,9,489529189130240275704118583795/489036756274720276934897720487,100088415074732880240979939885/99987732980315892160493249808,0.001006437837732751,0.001006437837736039,81,44
159,3,11,2225002348855909100129166905755/2222763692462990217641383818939,1011272491969359993854183941495/1010255013659595990915981207909,0.001006643137774665,0.001006643137776725,99,53
159,3,16,460526470434360714164721141005/460062027604641818468437452567,2247458683580961519945602474467/2245192112302885146846113957502,0.001009012974010891,0.001009012974012598,144,60
160,3,9,2966267649338078664630281903135/2963283787126726479518050827072,75066311306047412685752530273/74990799735234519387839818764,0.001006437837732377,0.001006437837738099,81,44
160,3,11,9779648192704158122635732802150/9769808530316583993687945793749,448896080360673711932838658271/448444429566000014121319458092,0.001006643136726116,0.001006643136728318,99,53
160,3,16,9774861157767118572580980444070/9765027004569260091281949153321,1884029491056760243091694267157/1882134033479887209818649334992,0.001006572191864864,0.001006572191866825,144,61
161,3,9,299099959250820000000000000000/298802099340093915427335390023,2448164370703585494539423293652/2445726356259418373331689515125,0.000996350258665643,0.000996350258669397,81,44
161,3,11,202455648484789500000000000000/202254174449391963781906429907,41248837100861900080089614389/41207788260148314594473945645,0.000995646958012937,0.000995646958019114,99,53
161,3,16,4497758375719732500000000000/4493277884178723488754605329,741153527781885155357362508363/740415219532658349189990614735,0.000996657511409496,0.000996657511411634,144,61
162,3,9,493831966877024264175054655855/493335205721620824055586950719,8098208305632862741337796887299/8090062062407548929432418086576,0.001006437837731661,0.001006437837734525,81,44
162,3,11,4834708331235888417090471470725/4829843954032913978092822973013,1010017457304256699989910748462/1009001241731915640172734903351,0.001006643136724999,0.001006643136727446,99,53
162,3,16,985199513196496105602510332690/984213929686751376093473770503,599519501107563032499338707933/598919747934576814620476478432,0.001000890489078941,0.001000890489082458,144,61
163,3,9,593253529859290432254790943764/592656757417028342516888577843,8089073163388109551794405375737/8080936109490583231516928726496,0.001006437837732423,0.001006437837734705,81,44
163,3,11,2960790233349085854114298299695/2957811273807546872097837379791,329251062203747442977479877613/328919790645813609114853899328,0.001006643136725034,0.001006643136728252,99,53
163,3,16,1581907385329183278154428273509/1580325604971439842612754107921,472465932475920958732360763393/471993504482584876684775487930,0.001000419952938903,0.001000419952940573,144,61
164,3,9,2966001605153178886180636759700/2963048025847886320800568500657,5396108659264716256962030663971/5390735150754990625784462176968,0.000996307918951039,0.000996307918953305,81,44
164,3,11,9780643261545360940012879082020/9770802597982567469103136350129,162916529393438834168400083063/162752613103711181959875637024,0.001006643136725850,0.001006643136728046,99,53
164,3,16,9872217008299517682108575197255/9862262606207633868511862957811,399012986143605200310334446273/398610651419740490925676615024,0.001008833587769894,0.001008833587772427,144,61
165,3,9,824148291380413651567678464835/823319254613030311892132168508,499437722844707733321591740591/498935322682518566690197500712,0.001006437837732595,0.001006437837734958,81,44
165,3,11,494052565885154631618175833541/493560026804280903798786132510,598208847006455998969817887397/597612470717734601855714881644,0.000997433862942148,0.000997433862944790,99,53
165,3,16,788607767974684353058914524614/787814235553413633380118764757,4494193357204384111264858974119/4489671098762055956291477331312,0.001006751347695449,0.001006751347697681,144,61
166,3,9,6926821146037733891787233779160/6919853159733442084346754695787,1348178858674396307071081231771/1346822667771679779794636136960,0.001006449164412987,0.001006449164415334,81,44
